ProfessorName,Number5s,Number4s,Number3s,Number2s,Number1s
"Widdicks, M",6,3,1,5,2
"Miller, N",4,3,4,6,0
"Spencer, X",12,1,6,3,1
"Johnson, T",0,1,4,4,1
"Pearson, N",8,7,6,3,3
"Almeida, H",5,7,2,5,2
"Gao, X",1,5,2,4,3
"Peterson, B",9,8,3,6,0
"Manouchehri Ira, R",11,12,3,4,1
"Metzger, R",2,11,3,4,0
"Pae, Y",3,12,6,4,0
"Maroun, D",1,13,4,6,1
"Gist, T",14,3,5,6,3
"Miller, M",11,13,2,6,3
"Bohn, D",12,8,5,4,0
"Takhar, P",14,13,4,1,3
"Ma, S",11,10,2,0,3
"Amengual Terras, J",9,5,1,4,2
"Lee, Y",8,4,1,4,1
"Karduck, J",8,8,1,4,1
"Cadwallader, K",1,2,1,0,3
"Chen, H",4,2,6,3,2
"Madson, J",12,11,3,2,1
"Stasiewicz, M",11,6,4,6,2
"Feng, H",4,5,2,0,3
"Pettijohn, J",12,2,2,1,0
"Christie, M",11,3,5,1,1
"Schneeberger, A",8,13,4,0,0
"Johnson, L",9,6,5,0,3
"Weber, L",3,3,3,4,2
"Shukla, T",5,11,5,2,0
"Butcher, S",13,9,4,5,3
"Alvarado, N",12,1,3,1,0
"Jefferson, B",6,12,2,2,3
"Cidell, J",6,12,2,2,0
"Wilson, D",10,8,3,4,2
"Minn, M",8,10,6,1,2
"Portelli, R",13,7,1,0,3
"Padmanabhan, A",8,8,2,6,3
"Holloway, R",6,9,4,1,2
"Holmes, J",4,1,4,2,1
"Schrag, D",0,12,2,4,1
"Bonatti, V",10,6,4,3,0
"Singleton, J",7,3,1,1,0
"Ellis, M",11,1,2,0,1
"Starks, K",5,6,2,6,2
"Butt, E",11,6,3,3,3
"Gonzalez, A",9,8,2,1,2
"Khan, M",8,5,3,6,1
"Rijo Sanchez, A",12,3,3,3,1
"McCarthy, D",14,7,4,5,2
"Kashani, M",9,1,2,4,0
"Smith, B",3,3,3,2,1
"Brooks, J",6,3,2,6,3
"Rivas-Koehl, M",9,5,3,2,0
"Fanta Alarcon, A",0,13,2,0,1
"Kramer, K",1,1,5,6,2
"Yao, L",8,5,3,1,0
"Maniotes, C",13,10,4,1,2
"McElwain, N",5,4,1,4,3
"Koerner, S",3,11,6,6,0
"Jimenez, V",13,1,1,2,1
"Oleschuk, M",1,3,3,5,1
"Sahin, E",8,6,6,2,1
"Hurth, E",7,6,3,6,1
"Lleras, C",5,9,3,6,2
"Barton, A",6,11,6,6,1
"Billington, A",13,13,2,1,3
"Trauscht, C",9,12,4,6,3
"Vaughn, T",14,4,3,1,0
"Nobili, M",0,7,2,6,0
"Hsieh, P",4,7,5,4,1
"Stetsuk, A",14,5,2,6,1
"Abosch, E",5,6,5,4,2
"Jaimes, M",7,13,3,5,3
"Yost, F",4,7,6,5,3
"Barnes, T",0,6,4,0,3
"Li, H",7,12,2,3,1
"Bell, J",13,3,3,3,0
"Lynn, J",2,11,3,6,2
"Whittington, A",11,10,4,3,0
"Harms, J",9,4,4,5,3
"Sepkoski, D",3,11,1,2,2
"Avrutin, E",11,7,3,3,2
"LaPier, R",6,7,3,3,3
"Mumford, K",4,8,3,5,0
"Espiritu, A",5,6,1,6,0
"Fu, P",9,1,1,2,2
"Asaka, I",5,2,3,2,3
"Micale, M",3,1,5,5,1
"Gilbert, D",0,2,4,4,2
"Chettiar, T",2,11,6,5,0
"Toups, E",11,3,2,0,2
"Morrissey, R",14,13,4,4,0
"Hertzman, M",10,7,3,5,1
"Beck, D",11,8,5,6,0
"Taylor, A",0,7,6,6,3
"Nelson, J",6,8,2,4,0
"Sacks, E",7,10,3,3,3
"Yang, W",0,8,2,1,1
"Bush, D",8,7,1,2,2
"Manaster, J",3,7,1,2,0
"Clegg, B",8,1,6,4,0
"Dolezal, A",1,3,6,3,3
"Cheng-De Vries, C",6,2,5,5,0
"Catchen, J",13,11,2,4,2
"Bell, A",6,6,5,5,1
"Allan, B",0,12,3,0,1
"Heath, K",0,13,1,5,2
"McGrath, J",10,2,1,3,0
"Anderson, P",13,2,3,0,0
"Berenbaum, M",14,6,1,2,1
"Paige, K",4,7,1,5,0
"Hauber, M",14,7,4,3,2
"Davis, M",12,10,4,5,0
"King, D",6,12,3,1,0
"Vogiatzis, C",2,8,5,6,2
"Garg, J",13,11,4,5,3
"Gupta, A",1,13,2,5,0
"Wang, Q",1,9,3,5,2
"Stolyar, A",8,9,4,5,1
"Lariviere, D",1,12,5,3,1
"Etesami, S",8,1,5,5,1
"Sowers, R",0,7,3,0,0
"Che, C",12,11,1,4,1
"Sreenivas, R",6,13,1,2,3
"Starwalt, W",5,10,2,4,1
"Lara-Cinisomo, S",1,5,6,6,2
"Dubin, D",13,9,3,3,0
"Newell, M",10,3,5,4,1
"Pintar, J",8,13,3,0,0
"Darling, L",7,2,6,0,3
"Hodson, R",9,10,1,1,3
"Saebeler, D",13,3,6,3,2
"Kendall, L",10,12,1,3,1
"Batzloff, B",14,2,2,6,1
"Magee, R",11,6,6,6,2
"LaRue, E",7,10,2,0,1
"Wickes, E",7,9,4,4,2
"Evans, C",3,1,5,1,2
"Hendricks, R",0,2,6,6,3
"MacMullen, T",13,8,5,5,0
"Mussulman, D",7,6,4,3,1
"McLellan, A",5,1,4,3,2
"Duffy, D",0,1,5,4,1
"Kollmer, M",3,10,6,4,1
"Lueg, C",8,5,1,4,1
"Bosch, N",11,6,3,1,3
"Alicea, B",8,2,2,4,0
"McDowell, K",13,13,3,3,0
"Bashir, M",1,13,6,3,2
"Besser, S",1,6,5,6,0
"Comstock, S",14,2,2,3,0
"Trainor, K",9,4,1,2,3
"Naiman, J",3,7,5,3,2
"Diekman, L",0,5,3,6,3
"Rahman, N",6,2,2,1,0
"Darch, P",4,4,4,4,1
"Wang, D",6,1,3,2,3
"Radcliffe, B",4,12,1,2,3
"Rusch, A",3,11,6,4,1
"Walczyk, C",0,10,6,3,0
"Ludaescher, B",11,4,3,6,1
"Holba Puacz, J",2,7,6,1,3
"Reyes, B",5,1,5,3,1
"Wang, H",9,1,6,5,3
"Lucht, K",11,8,1,6,2
"Dahlen, S",6,7,5,4,0
"Alvarez, B",0,4,2,6,3
"Swann, D",3,2,5,0,0
"Torvik, V",9,4,2,2,1
"Johnson, S",0,3,1,5,0
"Oliver, M",1,4,5,4,0
"Vincler, J",3,10,2,3,0
"Bothmann, R",9,11,6,3,2
"Oberg, S",13,6,2,6,1
"Wong, M",12,4,2,1,2
"Egan, K",8,9,6,0,1
"Hill, L",11,2,4,6,3
"Evans, C",14,4,4,1,2
"Craft, S",2,6,6,1,0
"Garza, M",7,4,2,0,1
"Heuman, J",13,1,3,0,2
"Tate, A",6,11,4,4,0
"Ball, C",11,5,1,4,1
"Phelan Erdey, C",7,1,4,5,3
"Adamek, J",8,11,4,3,0
"North, J",14,6,5,0,2
"Voss, S",7,12,6,5,2
"Canton, I",9,5,2,4,2
"Soto, Y",13,4,2,3,2
"Ensign, J",13,2,3,3,2
"Ragab, S",8,3,5,0,0
"Wolff, W",10,1,4,6,0
"Rice, I",11,13,4,3,0
"O'Neill, A",8,13,6,5,0
"Pindus, D",13,8,4,0,3
"Couture, J",10,4,2,0,0
"Boppart, M",9,4,5,5,3
"Strittmater, G",13,4,1,4,3
"Danbury, A",6,9,5,0,1
"O'Connor, J",3,12,6,6,0
"Taggart, A",14,9,3,3,1
"Haugen, M",14,3,5,3,2
"Leonardis, J",0,13,6,3,3
"Suchon, N",12,7,5,0,2
"Trad, A",7,11,5,5,3
"Petruzzello, S",13,2,4,0,3
"Khan, N",3,1,2,1,3
"Burd, N",8,1,1,3,2
"Harris, A",8,4,4,0,0
"Jan, Y",4,2,4,3,3
"Hanks, M",12,3,5,6,3
"Ginsburg, R",0,9,2,0,2
"Ruggles, D",5,11,2,6,3
"Hu, J",13,4,3,1,0
"Rhee, P",2,5,5,1,3
"Littleton, P",4,9,1,2,0
"Deal, B",0,6,6,6,2
"McNeilly, J",12,11,2,4,2
"Brown, N",7,2,3,5,1
"Friedman, R",7,3,6,3,1
"Solanki, S",0,9,2,6,1
"Molina-Vital, C",11,3,6,1,2
"Pahre, J",4,7,2,1,0
"McDade, T",0,7,5,2,3
"Roebuck, A",8,13,2,0,2
"Rogers, J",8,2,4,1,2
"Sherkow, J",10,4,2,3,0
"Kordik, E",4,5,1,6,3
"Alam, R",9,10,2,3,2
"Anderson, S",8,6,4,0,2
"Lawless, R",6,4,6,6,2
"Colombo, J",5,13,3,6,3
"Kaplan, R",10,12,6,3,1
"Leipold, A",3,4,3,3,3
"Hoetger Fendric, L",6,12,3,0,3
"Bradford, J",8,7,3,0,0
"Aviram, A",7,1,3,6,0
"Smist, J",6,10,6,3,2
"Leman, A",8,2,1,4,1
"Chunoo, V",7,12,3,5,2
"Collins, J",2,1,6,2,0
"Ashby, S",8,5,5,1,2
"Leroy, M",14,2,3,0,0
"Mies, E",4,11,1,1,0
"Lamare, J",6,6,6,4,2
"Restubog, S",0,6,2,3,2
"Benton, R",6,11,4,0,0
"Weinstein, R",4,8,6,0,1
"Park, Y",7,7,6,4,3
"Kramer, A",9,13,5,1,1
"Chuang, P",1,7,4,3,3
"Mishra, M",5,12,3,0,1
"Bhatt, R",6,6,6,1,2
"Muller, H",2,12,6,5,3
"Smalls, K",8,5,5,4,0
"Tang, Y",0,3,6,6,1
"MacDonald, J",0,2,2,6,0
"Silva Fonseca, M",3,8,6,0,2
"Lasersohn, P",13,2,6,0,2
"Girju, C",14,8,6,6,0
"Fernandez Doig, M",9,12,2,1,0
"Ettinger, S",3,4,5,6,0
"Ramirez, C",10,5,5,6,1
"Flores, N",7,5,4,6,0
"Rodriguez, R",11,13,6,6,1
"Valdivia, A",3,8,1,5,2
"Garcia, B",3,7,4,2,0
"Lule, L",2,4,3,5,3
"Redwine, J",13,7,2,6,0
"Chen, T",7,5,6,2,1
"Kang, Y",1,3,2,6,0
"Liu, Y",10,5,3,0,2
"Robinson, J",2,3,3,3,1
"Knipp, J",4,9,5,1,0
"Cintron, J",1,4,3,2,0
"Jaher, D",14,9,4,1,2
"Carrillo Fuchs, D",14,8,2,5,2
"Yomtoob, D",5,7,3,0,3
"Gao, Y",5,7,5,2,2
"Peng, A",7,9,4,3,2
"Hicks, M",13,10,1,5,3
"Font Bas, V",1,1,6,3,3
"Oyallon-Koloski, J",5,12,4,1,3
"Hay, J",0,2,1,5,0
"Kuo, R",5,4,5,6,1
"Cole, C",10,12,4,0,0
"Long, D",2,6,4,2,0
"Ciafone, A",4,6,4,2,2
"Placzek, L",2,3,5,1,3
"Le, T",1,1,3,3,1
"Hoffmeister, A",7,11,6,0,0
"Orelowitz, G",6,9,2,0,0
"Lense, D",13,13,1,4,2
"Gregory, D",8,5,1,2,3
"Dobbs, T",3,1,3,4,0
"Dias Mattos, L",0,5,4,2,1
"Srikant, J",1,12,1,0,0
"Palmer, J",9,3,5,6,2
"Kirr, E",7,4,3,2,3
"Ando, M",8,2,6,4,2
"Bahreini Esfaha, M",13,2,1,3,0
"Liu, Y",5,4,2,5,0
"Russell, M",14,3,3,2,0
"Petrickova, S",12,8,2,4,1
"Chuang, J",10,10,1,1,0
"Manfroi, A",10,13,1,3,1
"Bronski, J",7,9,6,1,3
"Clark, C",8,6,3,4,1
"Guo, M",10,13,5,6,3
"Ford, K",7,7,2,4,0
"Nath, K",8,1,1,6,0
"Kutzarova-Ford, D",0,12,4,6,0
"Ivanov, S",8,5,4,0,2
"Hildebrand, A",12,8,4,4,3
"Mortensen, K",13,13,4,3,0
"Kostochka, A",6,7,1,4,3
"Bradshaw, P",8,6,3,6,1
"Araiza, R",13,7,5,0,1
"Na, X",14,12,1,6,0
"Di Francesco, P",11,6,2,6,3
"Albin, P",9,3,4,5,3
"Mineyev, I",1,12,2,5,1
"Tzirakis, N",0,11,6,5,1
"Zharnitsky, V",4,6,1,0,2
"Kirkpatrick, K",6,7,6,3,3
"Liu, X",0,8,3,4,0
"Hinkkanen, A",6,2,4,0,1
"Nikolaev, I",1,1,6,5,2
"Tolman, S",1,6,5,4,3
"Tumanov, A",10,2,2,6,2
"Dey, P",12,9,5,4,3
"Hirani, A",6,1,2,1,3
"Kelley, E",7,1,3,3,1
"St Dizier, A",14,1,1,2,1
"Zaharescu, A",11,9,6,4,0
"Erdogan, M",10,7,2,3,2
"Rapti, Z",14,1,1,6,2
"Love, E",0,11,6,1,2
"Narang, U",9,3,6,3,3
"Kieffer, C",14,7,3,4,0
"Alt, R",12,11,6,6,3
"Reedy, M",10,13,1,4,0
"Brown, C",11,12,1,2,2
"Joesting, J",5,2,5,5,3
"Kirchner, N",13,12,5,5,0
"Good, E",2,9,3,6,1
"Blanke, S",9,7,6,6,1
"Ikeda, J",9,8,3,2,1
"Nelson, E",4,13,5,5,2
"Jin, H",2,1,6,3,0
"Li, X",9,9,3,1,1
"Metcalf, W",4,9,5,4,2
"Kehl-Fie, T",7,1,4,0,0
"Whitaker, R",0,13,1,6,1
"Chen, L",14,13,3,2,1
"Gillette, M",6,11,5,2,1
"Chen, J",12,1,3,5,2
"Bolton, E",4,6,5,6,2
"Sweeney, P",11,7,2,4,1
"Hatoum, A",10,5,1,4,2
"VanBortle, K",14,11,3,6,2
"Philpott, M",11,3,2,4,3
"Liebenberg, L",12,3,4,3,0
"Lee, T",4,2,1,6,1
"Flachsbart, B",12,12,5,0,2
"Feng, J",2,6,4,3,2
"Hilgenfeldt, S",10,10,6,0,0
"Pearlstein, A",9,6,5,6,3
"Miljkovic, N",6,5,1,4,0
"Saif, M",13,11,5,4,0
"Cai, L",4,8,3,3,1
"Colin Navarro, G",7,1,4,1,0
"Shao, C",8,12,3,2,1
"Chang, H",3,5,6,4,2
"Bentsman, J",4,13,3,1,2
"van der Zande, A",5,8,4,5,0
"Chang, W",0,1,1,6,2
"Mercer, B",1,12,3,2,3
"Vanka, S",14,4,4,2,2
"Ferreira, P",5,8,2,4,3
"Hovakimyan, N",7,5,1,5,3
"Johnson, B",10,1,4,2,1
"Dunn, A",4,4,4,4,1
"Kersh, M",12,13,5,3,0
"Wang, N",13,5,3,4,2
"Mensing, G",0,12,6,1,3
"Glumac, N",4,5,4,4,0
"He, J",8,5,1,1,1
"Nagel, L",3,5,6,1,2
"Krogstad, J",7,8,5,5,2
"Goodman, M",11,7,6,0,2
"Hoffmann, A",11,3,1,3,1
"TerBush, J",7,6,1,2,1
"Evans, C",4,2,6,0,2
"Stinville, J",12,10,3,0,0
"Bellon, P",4,1,5,2,2
"Chen, Q",7,6,5,5,3
"Baur, J",13,2,3,6,3
"Wang, H",10,1,6,4,2
"Zuo, J",6,10,2,3,3
"Schleife, A",5,12,4,4,3
"Takao, M",1,3,4,1,2
"Ramirez, C",12,11,2,0,2
"Smith, J",5,12,3,2,3
"Yi, N",2,4,5,5,1
"Zhang, T",12,6,4,2,0
"Vecchio, M",10,7,5,5,3
"Eagen-Jones, M",11,12,1,0,3
"Gallo, D",7,12,5,5,1
"Kruse, A",1,3,3,6,0
"Sweet, B",2,8,5,0,0
"Bruhn, A",0,8,6,2,0
"Solya, A",13,3,3,4,0
"Coleman, B",12,8,2,0,0
"Houser, B",1,7,2,1,3
"Fleming, K",9,12,2,4,1
"Rudy, H",12,3,6,2,1
"Brinberg, I",12,1,3,2,1
"Connolly, N",2,11,4,4,3
"Uddin, R",7,10,1,5,0
"Munk, M",1,11,1,0,0
"Ragheb, M",5,4,5,4,0
"Ruzic, D",8,5,3,3,1
"Meng, L",10,7,3,6,0
"Roy, W",4,1,3,4,3
"Di Fulvio, A",6,9,6,6,0
"Kozlowski, T",4,8,3,5,3
"Kim, K",14,11,3,3,2
"Stubbins, J",5,4,6,2,2
"Bezryadin, A",3,4,1,5,3
"Curreli, D",11,1,3,1,0
"Ugarte, C",6,10,4,0,0
"Ward, M",4,8,6,2,0
"Fraterrigo, J",11,6,3,1,1
"Arai, Y",4,12,5,0,2
"Van Riper, C",4,6,2,0,1
"Wardropper, C",8,12,1,0,1
"Pollock, H",12,10,3,0,1
"Miller, J",10,7,4,1,0
"Yannarell, A",13,1,1,0,1
"Dennis, C",5,3,3,2,2
"Stickley, S",5,6,1,4,0
"Wander, M",13,3,1,0,3
"Mulvaney, R",0,10,1,1,2
"Muntean, I",6,9,6,3,0
"Nowakowski, P",10,11,5,2,2
"Savonius-Wroth, S",10,9,4,4,1
"Lee, S",10,10,4,0,3
"Biondi, Z",12,2,2,6,0
"Leland, P",6,9,5,6,1
"Saenz, N",1,9,6,5,1
"Kishida, K",5,5,3,2,0
"Ansell, K",8,4,4,5,3
"Holder, G",6,9,5,6,3
"Stelzer, T",9,7,6,6,1
"Tsokaros, A",1,13,2,4,0
"Kou, A",9,6,3,2,1
"Kwiat, P",11,7,3,1,0
"Wagner, L",5,1,4,3,3
"Covey, J",1,10,5,3,3
"Kahn, Y",14,8,3,6,0
"Grosse Perdekam, M",10,13,5,1,3
"Kuo, E",14,1,2,1,1
"Golding, I",4,9,5,2,2
"Beck, D",14,8,1,4,3
"Longo, R",5,8,5,0,1
"Filippini, J",9,10,2,5,0
"Colla, E",14,5,4,4,3
"Phillips, P",4,3,6,1,3
"Dahmen, K",14,12,3,3,0
"Eckstein, J",5,12,2,2,0
"Abbamonte, P",11,4,1,2,3
"Mahmood, F",13,9,2,1,2
"Neubauer, M",9,10,1,2,0
"Faulkner, T",7,7,6,0,0
"Madhavan, V",4,6,1,2,2
"Elliott, C",14,9,3,1,2
"Hughes, T",4,3,3,0,0
"Lambert, K",2,11,5,6,2
"Gasyna, G",5,3,3,6,0
"Ksiazkiewicz, A",3,11,2,5,3
"Kim, M",13,11,5,6,2
"Sin, G",9,9,2,0,0
"Grossman, N",12,1,6,4,1
"Warland, S",8,9,3,2,1
"Mullins, S",6,12,4,5,0
"Ashley, J",12,6,4,1,1
"Pahre, R",13,2,3,0,3
"Cho, J",7,8,3,6,2
"Moreira, J",11,9,2,6,3
"Livny, A",0,2,1,5,3
"Miller, B",13,9,4,2,3
"Uribe-McGuire, A",5,1,3,2,2
"Pryor, M",5,4,5,4,1
"Rudolph, T",14,12,3,5,0
"Hinchliffe, J",13,11,1,2,1
"Nagashima, D",10,9,2,4,3
"Carroll, R",12,3,1,5,3
"Saxsma, M",3,10,4,6,3
"Erens, J",13,2,6,3,2
"Ding, H",1,9,4,0,1
"Xu, J",14,10,3,0,1
"Cerna, J",11,5,1,2,3
"Whitlock, J",2,3,3,5,1
"Unal, B",6,1,1,1,2
"Quan, X",13,6,5,3,1
"Zhang, J",11,9,6,5,1
"Shenouda, C",8,9,6,4,2
"Juraska, J",10,1,4,3,2
"Rudolph, K",1,3,2,3,0
"Dulas, M",5,2,3,5,1
"Lleras, A",13,7,1,3,0
"Huang, Y",12,8,1,2,1
"Berenbaum, H",10,13,2,3,1
"Venerable, W",1,10,6,0,2
"Todd, N",8,11,2,2,1
"Alzate Vanegas, J",8,13,6,6,1
"Yang, R",10,7,3,0,3
"Roberts, B",1,2,1,6,0
"Rhodes, J",7,1,6,5,0
"Travis, L",11,9,6,1,2
"Wood, E",4,2,4,4,2
"Briley, D",9,6,4,3,0
"Montag, J",12,9,4,1,3
"Vahedi, M",2,10,5,2,3
"Hunter, C",7,5,1,2,3
"Lyubansky, M",5,11,5,3,3
"Lleras Buetti, S",7,7,1,0,2
"Hyde, D",5,8,5,3,0
"Dolcos, S",4,5,2,0,1
"Dolcos, F",2,10,6,1,0
"Gulley, J",9,10,2,6,2
"Hinman, J",4,10,4,3,2
"Sadaghiani, S",2,8,6,4,3
"Choi, J",10,11,1,2,3
"Ruedas-Gracia, N",7,1,3,2,1
"Ashur, Y",7,3,5,1,3
"Adhimoolam, B",6,7,4,1,2
"Schlesinger, R",4,13,2,3,0
"Koehn, H",3,9,4,2,2
"Layton, R",0,6,3,4,2
"Ebel, J",12,6,1,3,2
"Haight, N",8,13,2,6,3
"Justice, D",7,6,5,6,0
"Robinson, S",9,8,2,1,0
"Werkheiser, A",2,2,6,2,1
"Rives, T",6,4,6,5,1
"Mayer, A",6,9,2,5,0
"Ali, M",12,7,2,6,1
"McLeer, H",1,3,5,5,2
"Shinew, K",10,11,1,0,2
"Schroeder, J",6,12,3,6,0
"Fernandez, M",9,1,4,0,1
"Rocha De Olivei, J",9,5,6,3,0
"Deterding, R",12,2,5,1,0
"Raycraft, M",11,10,2,3,1
"Pitas, N",14,5,5,0,3
"Yoon, H",0,9,1,2,1
"Stodolska, M",13,6,6,6,3
"Fredericks, J",11,10,3,5,0
"Brooks, C",9,9,1,6,3
"Woolf, J",3,2,3,1,2
"Cavanaugh, D",5,5,3,4,1
"Zou, S",8,10,4,5,3
"Milazzo, L",6,12,4,3,1
"Emkes, K",3,8,1,3,2
"Jeong, W",8,1,4,5,0
"Sato, M",0,11,1,5,3
"Stewart, W",2,4,5,2,2
"Hill, P",9,10,4,1,0
"Daniels, T",10,12,4,4,1
"Pieczynski, R",3,13,1,6,2
"Vargas, P",10,5,5,0,3
"Malekin, B",5,1,6,6,1
"Horsfall, W",4,4,1,5,0
"Goldstein, M",6,4,3,0,2
"Titone, T",4,4,5,1,1
"Reis, H",8,12,1,2,0
"Barich, J",6,3,6,5,2
"Krishnan, G",8,4,3,6,2
"Allison, J",9,10,1,0,1
"Yim, J",11,7,5,4,2
"Block, D",3,5,2,3,2
"Shamma, J",0,3,4,5,3
"Wachtel, J",3,3,2,2,0
"Colon, C",11,11,2,5,1
"Fogerty, D",5,12,3,1,3
"Krok, W",3,8,5,3,3
"Dramin Weiss, S",0,10,2,6,2
"Brown, M",5,1,3,6,0
"Pucilowski, A",6,10,2,4,0
"Husain, F",9,3,5,3,3
"Channell, M",6,10,1,4,2
"Flaherty, M",0,7,1,3,1
"Warnes, C",2,13,2,4,0
"Harrington, E",8,1,4,3,3
"Franz, A",1,11,3,6,3
"Hadley, P",3,11,5,2,1
"Dahman, J",4,2,2,4,3
"Mendes, C",8,8,4,5,1
"Dill, B",12,12,3,5,1
"Moqadam, M",2,13,1,4,0
"Leach, V",7,7,1,0,3
"Holmes, J",10,7,4,3,1
"Xiao, Z",14,11,4,6,2
"Bircan Afsin, S",1,11,2,1,1
"Steward, D",7,9,5,6,2
"Marshall, A",5,7,3,6,0
"Soener, M",7,7,3,1,0
"Zayed, H",4,1,1,6,1
"Jones, C",9,5,1,6,1
"Ladegaard, I",0,1,2,6,0
"Teimourigerdeh, A",11,3,3,2,3
"Gille, Z",12,1,6,5,2
"Jeffery, N",9,9,1,1,0
"Daniels, R",3,1,1,2,3
"Buckley, C",0,2,6,1,3
"Bayat, A",13,10,1,1,2
"Earls Larrison, T",11,3,1,2,0
"Andrade, F",14,2,2,0,0
"Chih, D",11,3,3,3,1
"Carter-Black, J",11,1,3,2,2
"Cantoni, N",2,7,5,2,2
"Laursen, T",4,12,1,2,3
"Crowell, D",11,13,6,1,0
"Wilson Smith, C",3,11,3,3,2
"Rice, K",1,8,1,1,0
"DeVries, J",6,1,1,0,3
"Evans, J",3,13,5,1,3
"Kingery, L",5,7,1,6,0
"Munoz-Najar, J",8,8,1,0,0
"Bedient, M",10,3,3,5,2
"Mahoney, J",2,2,6,6,1
"Hensold, K",10,13,3,2,1
"Maurer, M",0,11,1,3,2
"Steward, J",11,9,1,6,3
"Carrington, A",2,2,6,3,3
"Wilcher, K",4,6,4,5,2
"Wade, R",9,13,4,6,1
"Cintron, V",13,5,4,0,1
"Miebach, T",6,5,3,3,1
"Kopels, S",12,5,6,4,3
"Trybulec, E",7,5,4,1,3
"Ledesma, E",11,7,2,6,0
"Henshaw, F",2,12,2,6,3
"Delgado, R",0,3,1,2,1
"Abbott, A",6,8,1,5,0
"Bentz, J",1,2,3,1,2
"Carey, Y",4,4,4,2,1
"Tarconish, E",5,9,4,0,2
"Zarate, K",0,12,1,3,2
"Light Shriner, C",2,7,6,6,0
"Mason, E",9,13,2,1,3
"Schutz, M",2,11,4,4,3
"Flanagan, K",1,11,1,6,1
"Yu, A",12,5,3,6,0
"Deeke, J",0,3,1,6,1
"Findley, K",10,10,2,0,3
"Dalpiaz, D",12,6,5,5,0
"Unger, D",5,5,2,5,0
"Yang, Y",5,3,2,0,3
"Stepanov, A",5,12,4,3,1
"Li, X",1,13,3,5,1
"Chronopoulou, A",12,12,5,6,2
"Park, T",4,12,1,2,0
"Simpson, D",0,7,4,5,3
"Douglas, J",8,9,2,6,2
"Lee, H",12,10,1,0,3
"Eck, D",8,13,1,4,3
"Ellison, V",0,1,5,3,3
"Culpepper, S",14,12,2,5,3
"Kinson, C",7,2,4,1,3
"Glosemeyer, D",7,5,3,3,2
"Bravo De Guenni, L",0,1,2,5,2
"Chen, X",7,1,5,3,0
"Chen, Y",1,7,1,6,3
"Liu, J",9,7,1,2,0
"Juarez, G",8,5,6,5,1
"Chadha, C",12,5,4,1,2
"West, M",12,8,1,2,0
"Whitman, J",10,12,3,5,0
"Tang, K",1,11,6,6,2
"Matlack, K",12,6,2,3,3
"Starzewski, M",11,9,1,0,0
"Hutchens, S",9,4,5,2,3
"Jahnke, K",13,9,6,3,0
"Karasek, M",1,1,5,3,1
"Wilson, G",6,10,2,5,0
"Singer, A",8,10,2,3,3
"Ciofalo, T",11,12,3,0,3
"Miller, T",1,6,4,2,1
"Civello, M",3,9,1,0,1
"Morrissette, J",14,6,2,2,3
"Jenkins, J",3,2,3,6,3
"Salmasi, K",6,9,3,1,0
"Donley, A",1,3,3,2,2
"Fang, F",11,9,6,5,1
"Allred, D",12,11,4,3,3
"Salo, K",12,4,6,6,2
"Edwards, M",13,3,1,0,2
"Merck, A",14,5,5,3,2
"Lee, B",1,10,5,4,3
"Kowalski, R",0,8,1,5,3
"Ullah, M",12,7,6,5,3
"Yenigun, O",2,6,4,6,1
"Pendall, R",0,2,4,2,1
"Novoa Echaurren, M",0,2,5,5,3
"LeRoy, B",4,7,6,0,3
"Lowe, J",6,4,1,2,3
"Aldridge, B",4,9,2,6,0
"Sander, W",3,4,6,0,1
"Blair, B",0,8,1,5,0
"Knap, K",8,9,3,5,2
"Ko, C",6,5,1,4,1
"Foreman, J",12,10,5,2,3
"Vieson, M",13,7,4,0,3
"Ridgway, M",14,4,2,5,2
"Garrett, E",12,8,2,2,1
"Hetrick, L",2,3,2,0,1
"Bergmark, J",11,1,5,4,1
"Amiri, B",4,3,3,4,3
"Cope, W",13,2,2,5,1
"Tomkin, J",3,6,4,1,3
"Betts-Green, C",9,6,5,1,2
"Silvers, M",8,7,5,4,2
"Moussawi, G",2,3,6,2,3
"Atiles Osoria, J",12,13,6,6,2
"Simmons, T",9,2,1,3,0
"Zheng, R",11,5,3,0,3
"Mukhopadhyay, A",2,2,3,2,1
"Wang, Y",14,5,2,5,1
"Yan-Gonzalez, V",2,6,1,1,1
"Davidson, P",12,4,1,1,1
"Singh, V",5,2,2,2,0
"Silhan, P",3,8,5,4,3
"Anderson, S",2,1,1,0,3
"Samet, J",6,1,5,5,3
"Godsell, D",13,7,4,3,0
"Williamson, M",13,1,6,6,1
"Vuong, A",11,3,1,5,3
"Thompson, A",9,7,2,1,0
"Beardsley, E",10,3,3,5,2
"Rozario, A",13,3,6,2,3
"Peecher, M",0,1,1,5,1
"Zhou, Y",7,1,6,3,0
"Nekrasz, F",4,12,5,5,0
"Sternburg, T",3,4,6,1,3
"Anand, V",12,11,1,4,0
"Reed, C",8,4,4,2,1
"Irani, K",0,4,1,3,3
"Christensen, P",10,12,3,6,2
"Sellars, S",5,13,3,4,3
"Skidmore, M",9,12,3,3,1
"Graber, K",3,1,5,4,0
"Kuebler, J",2,9,6,4,0
"Helton, C",9,12,1,6,3
"Paulson, N",6,3,6,5,3
"Breen, J",14,3,6,1,2
"Janzen, S",10,2,6,4,2
"Irwin, S",12,10,2,1,0
