CourseCode,ProfessorName,NumberAPlus,NumberA,NumberAMinus,NumberBPlus,NumberB,NumberBMinus,NumberCPlus,NumberC,NumberCMinus,NumberDPlus,NumberD,NumberDMinus,NumberF,NumberW
ATMS201,"Rauber, Robert M",2,3,2,6,6,4,1,3,3,1,3,0,0,0
ATMS306,"Lasher-Trapp, Sonia",0,4,2,3,2,4,0,2,1,0,3,0,1,0
ATMS307,"Jain, Atul",0,3,6,3,6,3,5,0,1,2,0,0,1,0
BADM210,"Pant, Shagun",1,119,44,13,20,8,3,3,1,0,0,0,0,0
BADM210,"Pant, Shagun",1,93,31,12,10,9,3,6,1,0,4,0,0,0
BADM211,"Ahsen, Mehmet E",0,26,7,3,6,3,0,0,0,0,0,0,0,0
BADM211,"Liu, Zilong",27,9,3,3,3,0,0,0,0,0,0,0,0,0
BADM211,"Moshref Javadi, Mohammad",18,3,8,2,4,4,1,0,0,0,0,1,0,0
BADM211,"Virudachalam, Vanitha",13,21,6,1,1,0,0,1,0,1,0,0,0,1
BADM211,"Liu, Zilong",26,11,2,2,2,0,0,0,1,1,0,0,0,0
BADM211,"Virudachalam, Vanitha",3,20,6,0,1,1,0,0,0,0,0,0,1,1
BADM211,"Bao, Ying",8,23,7,4,2,0,1,0,0,0,0,0,0,0
BADM211,"Khandelwal, Ashish",29,10,4,1,1,0,0,0,0,0,0,0,0,0
BADM211,"Khandelwal, Ashish",19,16,4,2,3,0,1,0,0,0,0,0,0,0
BADM211,"Virudachalam, Vanitha",19,23,2,1,0,0,0,0,0,0,0,0,0,0
BADM275,"Kirci, Ismail",13,10,18,3,0,1,2,0,0,0,0,0,0,0
BADM275,"Kwon, Hyok-Jon D",5,31,12,2,0,0,0,0,0,0,0,0,0,0
BADM275,"Liang, Hongyan",28,16,4,1,0,0,0,0,0,0,0,0,0,0
BADM275,"Kwon, Hyok-Jon D",1,28,15,3,0,0,1,2,0,0,0,0,0,0
BADM275,"Han, Rongqing",14,3,2,4,1,2,0,0,1,1,0,1,0,0
BADM275,"Han, Rongqing",21,4,10,7,3,1,0,0,2,0,1,0,0,0
BADM275,"Baddam, Swathi Reddy",0,35,10,1,2,1,0,0,0,0,0,0,0,0
BADM275,"Baddam, Swathi Reddy",0,33,15,0,1,0,1,0,0,0,0,0,0,0
BADM300,"Warnick, Emerson T",83,76,28,10,10,6,2,4,0,0,1,1,1,0
BADM300,"Winter, Gretchen A",3,11,18,21,17,6,3,5,1,2,3,1,1,0
BADM310,"White, Judith B",259,81,15,3,4,1,2,0,2,1,0,0,3,0
BADM310,"Ward, Sarah",235,109,23,8,7,2,4,1,2,2,0,0,3,1
BADM312,"Kraatz, Matthew S",4,13,4,3,10,3,1,0,1,0,0,0,0,0
BADM312,"Bruegger, Tobias Samuel",12,12,3,5,2,4,3,4,0,0,3,0,0,0
BADM312,"Ryu, Jinah",0,23,9,4,1,0,0,0,0,0,0,0,0,0
BADM312,"Ocasio, William C",6,12,7,4,3,0,0,0,2,0,0,0,0,0
BADM313,"Swenddal, Heather J",30,18,1,0,3,1,0,0,0,0,0,1,0,0
BADM314,"Ward, Sarah",30,13,7,2,1,0,0,0,2,0,0,0,0,0
BADM314,"Warnick, Emerson T",37,11,1,3,5,1,1,2,0,0,0,2,2,0
BADM320,"Wolters, Mark E",85,56,31,17,19,8,4,5,0,0,2,0,0,0
BADM320,"Wolters, Mark E",171,122,41,23,18,7,1,4,3,1,1,1,4,0
BADM322,"Kim, Myoung Hee",6,30,1,0,2,0,0,0,0,0,0,0,0,0
BADM322,"Kim, Myoung Hee",3,30,6,1,0,0,0,0,0,0,0,0,0,0
BADM323,"White, Tiffany B",0,25,24,5,0,0,0,0,0,0,0,0,0,0
BADM323,"White, Tiffany B",0,29,16,0,0,0,2,0,0,0,0,0,0,0
BADM324,"Cockrell, Adam L",61,4,0,1,0,0,0,0,0,0,0,0,0,0
BADM325,"Noel, Hayden N",4,41,5,3,2,0,0,0,0,0,0,0,0,0
BADM325,"Noel, Hayden N",2,20,9,3,3,4,1,0,0,0,0,0,0,0
BADM335,"Scott, Nehemiah",0,10,5,4,1,1,1,0,0,0,0,0,1,0
BADM337,"Baddam, Swathi Reddy",0,25,0,1,0,0,0,0,0,0,0,0,0,0
BADM338,"Clougherty, Joseph A",11,12,7,4,1,0,0,0,0,0,0,0,0,0
BADM340,"Takeda, Yusaku",4,16,4,1,4,1,0,0,0,0,0,0,0,0
BADM340,"Barbeau, Aimee",13,17,3,1,1,0,0,0,0,1,0,0,3,0
BADM340,"Noonan, James R",0,33,2,2,1,0,0,0,0,0,1,0,0,0
BADM346,"Kourpas, Elias",4,14,8,6,1,0,0,1,0,0,0,0,0,0
BADM350,"Ghoshal, Abhijeet",0,14,6,2,1,0,0,1,0,0,0,0,0,0
BADM350,"Ghoshal, Abhijeet",0,31,8,1,1,1,0,0,0,0,0,0,0,0
BADM350,"Ghoshal, Abhijeet",0,34,5,1,0,1,0,0,0,0,0,0,1,0
BADM351,"Sumkin, Dmitrii",0,42,8,2,4,0,0,0,0,0,0,0,0,0
BADM351,"Sumkin, Dmitrii",0,37,7,2,1,0,0,0,0,0,0,0,0,0
BADM352,"Garimella, Aravinda",17,21,4,0,3,3,0,1,0,0,0,0,0,1
BADM352,"Garimella, Aravinda",11,36,1,1,5,2,0,1,0,0,0,0,0,0
BADM352,"Liu, Zilong",29,6,1,1,1,0,0,0,0,0,0,0,0,0
BADM353,"Haran, Vidya",0,33,20,3,0,0,0,0,0,0,0,0,0,0
BADM356,"Pant, Gautam",8,48,5,5,0,0,0,0,0,0,0,0,0,0
BADM359,"Kim, June-Young",4,34,6,0,2,1,0,0,0,0,0,0,0,0
BADM374,"Liang, Hongyan",29,16,1,1,1,2,0,0,0,0,0,0,0,0
BADM374,"Liang, Hongyan",29,6,1,0,0,1,0,0,0,0,0,0,0,0
BADM375,"Moshref Javadi, Mohammad",10,17,4,2,8,1,0,1,0,0,0,0,0,0
BADM375,"Moshref Javadi, Mohammad",8,15,8,2,2,2,2,0,0,0,1,0,0,1
BADM378,"Scott, Nehemiah",0,14,4,6,3,1,1,1,0,0,0,0,0,0
BADM379,"Anand, Gopesh J",7,15,7,2,2,0,1,0,1,0,0,0,0,0
BADM380,"Feng, Yilang",1,15,9,3,0,0,0,0,0,0,0,0,1,0
BADM380,"Ma, Hyewon",22,5,5,3,0,3,0,0,0,0,0,0,0,0
BADM381,"Feng, Yilang",2,10,8,6,0,0,0,0,0,0,0,0,0,0
BADM381,"Feng, Yilang",0,12,15,6,1,2,1,1,0,0,1,0,0,0
BADM382,"Chin, Shih-Chun",5,21,4,3,0,0,0,0,0,0,0,0,0,0
BADM403,"Wright, Margaret",32,16,8,0,1,0,0,0,0,0,1,0,1,0
BADM420,"Raquel, Steve A",15,23,11,1,0,0,0,0,0,0,0,0,0,0
BADM420,"Rindfleisch, Aric P",0,10,20,10,3,0,0,1,0,0,0,0,0,0
BADM445,"Kurtz, Jeffrey M",6,15,3,1,0,0,0,0,0,0,0,0,0,0
BADM446,"Kourpas, Elias",9,7,3,2,3,1,0,0,0,0,0,0,0,0
BADM449,"Kim, Min Jung",7,20,8,3,2,0,0,0,0,0,0,0,0,0
BADM449,"Kim, June-Young",1,8,9,8,9,2,1,2,0,0,0,0,0,0
BADM449,"Inoue, Carlos",4,12,2,3,2,2,0,0,0,0,0,0,0,0
BADM449,"Kim, June-Young",2,8,11,8,3,0,0,1,1,0,1,0,0,0
BADM449,"DeBerge, Thomas M",8,13,10,4,3,0,0,2,0,0,0,0,0,0
BADM449,"Kim, Min Jung",7,19,7,3,3,0,0,0,0,0,0,0,0,0
BADM449,"Inoue, Carlos",10,21,6,3,0,0,0,0,0,0,0,0,0,0
BADM449,"Shah, Sonali K",7,12,2,1,7,3,3,0,0,0,0,0,0,0
BADM449,"Kim, Min Jung",4,11,6,6,8,0,1,0,0,0,0,0,0,0
BADM449,"Inoue, Carlos",7,13,10,4,5,0,0,0,0,0,0,0,0,0
BADM458,"Nelson, Matthew L",1,16,2,1,1,0,0,0,0,0,1,0,0,0
BADM508,"Loyd, Denise L",527,140,56,30,18,9,5,11,4,2,2,3,20,6
BADM508,"Loyd, Denise L",19,6,2,0,0,2,0,1,0,0,0,0,1,0
BADM509,"Bednar, Michael K",205,262,100,41,34,13,4,3,4,0,0,1,16,0
BADM509,"Bednar, Michael K",16,24,6,3,2,0,2,0,0,1,0,0,2,0
BADM520,"Noel, Hayden N",340,481,117,49,6,0,0,1,0,0,0,0,7,0
BADM520,"Noel, Hayden N",16,18,3,2,1,1,1,0,0,0,0,0,2,0
BADM543,"Roach, Michael",9,12,11,3,0,1,0,0,0,0,0,0,0,0
BADM544,"Somaya, Deepak",155,263,183,84,31,18,7,6,1,1,2,0,8,1
BADM544,"Corredor Waldro, Sandra T",0,40,1,1,0,0,0,0,0,0,0,0,0,0
BADM544,"Corredor Waldro, Sandra T",0,37,6,1,0,0,0,0,0,0,0,0,0,0
BADM550,"Khandelwal, Ashish",15,8,5,3,2,0,0,0,0,0,0,0,0,0
BADM550,"Khandelwal, Ashish",22,10,0,0,1,0,0,0,0,0,0,0,0,0
BADM550,"Kurtz, Jeffrey M",15,28,3,1,0,0,0,0,0,0,0,0,0,0
BADM554,"Sachdev, Vishal",1,15,10,14,4,5,4,2,2,0,0,0,0,0
BADM555,"Haran, Vidya",0,21,8,0,1,0,0,0,0,0,0,0,0,0
BADM558,"Liu, Zilong",44,5,1,0,0,1,0,0,1,0,0,0,0,0
BADM561,"Seshadri, Sridhar",5,10,9,1,2,0,0,0,0,0,0,0,0,0
BADM567,"Anand, Gopesh J",169,450,111,42,24,6,0,3,1,0,0,0,5,1
BADM567,"Anand, Gopesh J",3,15,9,1,5,0,0,0,0,0,0,0,0,0
BADM572,"Taghaboni-Dutta, Fataneh",29,188,60,56,57,19,14,8,2,7,2,0,3,3
BADM572,"Taghaboni-Dutta, Fataneh",3,24,6,10,13,4,3,0,0,0,1,0,2,0
BADM573,"Kwon, Hyok-Jon D",4,18,8,2,0,1,0,1,0,0,0,0,0,0
BADM576,"Khandelwal, Ashish",18,10,2,4,0,1,0,0,0,0,0,0,0,0
BADM583,"Bucheli, Marcelo",3,14,3,1,1,1,0,1,0,0,0,0,0,0
BADM584,"Euh, Hyun",4,17,16,2,0,0,0,0,0,0,0,0,0,0
BADM589,"Kirci, Ismail",20,7,1,2,0,0,0,0,0,0,0,0,1,0
BADM589,"Taghaboni-Dutta, Fataneh",66,203,23,34,19,12,7,2,0,2,1,0,6,0
BADM589,"Kirci, Ismail",25,5,1,1,1,0,1,0,1,0,0,0,0,0
BADM590,"Torelli, Carlos J",0,3,6,8,2,4,0,0,0,0,0,0,0,0
BADM590,"Sackley, Kristen P",4,16,2,2,0,0,0,0,0,0,0,0,0,1
BADM590,"Kourpas, Elias",7,15,5,1,2,0,0,0,0,0,0,0,0,0
BCOG200,"Willits, Jon A",8,25,0,0,7,0,0,2,0,0,1,0,3,0
BDI367,"Carrasco Kind, Matias",0,22,0,3,12,0,0,0,0,0,0,0,0,0
BDI411,"Brunner, Robert J",7,37,17,15,16,5,5,5,1,0,2,0,1,0
BDI475,"Park, Ye Joo",26,12,2,1,1,1,0,0,0,0,0,0,0,0
BDI513,"Carrasco Kind, Matias",8,30,0,1,5,0,0,0,0,0,0,0,0,0
BIOC446,"Zhang, Kai",14,11,8,7,9,3,0,0,0,0,0,0,0,1
BIOC455,"Buntrock, Dustin A",6,4,2,3,1,2,3,0,0,0,0,0,1,0
BIOE120,"Best-Popescu, Catherine A",81,21,5,0,1,4,0,0,0,0,0,0,0,0
BIOE202,"Perez Pinera, Pablo",0,3,7,12,18,14,16,4,6,1,0,2,1,0
BIOE205,"Abraham, Ivan T",6,12,13,9,9,14,9,6,5,2,1,1,1,0
BIOE210,"Insana, Michael",19,13,16,13,9,7,6,4,3,0,3,0,0,0
BIOE310,"Maslov, Sergei",9,22,8,8,9,13,6,2,1,0,0,1,0,1
BIOE414,"Irudayaraj, Joseph M",7,14,5,3,12,3,3,3,2,2,2,0,2,1
BIOE420,"Monroy, Guillermo L",11,60,7,2,10,3,0,0,0,0,0,0,0,0
BIOE435,"Golecki, Holly M",16,17,8,2,3,0,0,0,0,0,0,0,0,0
BIOE436,"Golecki, Holly M",17,17,7,2,3,0,0,0,0,0,0,0,0,0
BIOE479,"Nie, Shuming",7,16,12,6,0,0,0,0,0,0,0,0,0,0
BIOE487,"Underhill, Gregory H",14,14,15,1,3,0,0,0,0,0,0,0,0,0
BIOE498,"Amos, Jennifer",17,13,3,0,2,0,0,0,0,0,0,0,0,0
BIOE598,"Amos, Jennifer",12,8,1,0,0,0,1,0,0,0,0,0,0,0
BTW250,"Moss, Andrew P",20,2,1,0,1,0,0,0,0,0,0,0,0,0
BTW250,"Canipe, Joshua",0,17,5,1,0,0,0,0,0,0,0,0,0,0
BTW250,"Roche, Daniel",6,10,4,1,0,0,0,0,0,0,0,0,0,0
BTW250,"Hapke, Gail L",3,11,7,0,2,0,0,0,0,0,0,0,0,0
BTW250,"Short, Cassidy L",0,23,0,0,1,0,0,0,0,0,0,0,0,0
BTW250,"Selznick, Hilary F",2,15,2,0,1,0,0,0,1,0,0,0,0,0
BTW250,"McGuire, Lee",0,11,6,4,1,0,0,0,0,0,1,0,0,0
BTW250,"McGuire, Lee",0,14,5,0,2,1,0,0,0,0,1,0,0,0
BTW250,"Burstein, Aaron K",0,12,5,2,2,0,0,1,0,0,0,0,0,0
BTW250,"McGuire, Lee",0,17,2,1,1,1,0,0,0,0,0,0,0,0
BTW250,"Moss, Andrew P",18,3,1,1,0,0,0,0,0,0,0,0,0,0
BTW250,"Thompson, Jacqueline R",6,10,3,1,0,1,0,0,0,0,0,0,0,0
BTW250,"Gilmore, Shawn P",0,8,10,3,0,0,0,0,0,0,0,0,0,0
BTW261,"Newton, Katherine R",0,21,0,0,0,0,0,0,1,0,0,0,0,0
BTW285,"McVicker, Zachariah P",1,15,1,2,2,0,1,0,1,0,0,0,0,0
BUS199,"Thoss, Corey",26,7,2,2,0,0,0,0,0,0,0,0,0,0
BUS201,"Luckman, Elizabeth",11,24,4,0,2,0,0,0,0,0,0,0,0,0
BUS201,"Luckman, Elizabeth",15,39,0,1,0,0,0,0,0,0,0,0,0,0
BUS201,"Kim, Heejin",0,43,6,3,2,0,0,0,0,0,0,0,1,0
BUS201,"Kim, Heejin",0,38,10,3,1,0,0,1,0,0,0,0,0,0
BUS201,"Ji, Mingshuang",9,39,6,0,1,0,0,0,0,0,0,0,0,0
BUS201,"Kim, Heejin",0,41,10,3,0,0,0,0,0,0,0,0,0,0
BUS301,"Swenddal, Heather J",6,13,2,0,0,1,0,0,0,0,0,0,1,1
BUS301,"Swenddal, Heather J",30,16,0,0,1,0,0,0,0,0,0,0,0,0
BUS301,"Noonan, James R",0,41,3,2,2,0,0,0,0,0,0,0,0,0
BUS301,"Girndt-Clougher, Tina",0,43,3,1,0,0,0,0,0,0,0,0,0,0
BUS301,"Noonan, James R",0,44,2,1,1,0,0,0,0,0,0,0,0,0
BUS301,"Keating, Kari H",1,36,5,0,2,2,0,0,0,1,0,0,0,0
BUS401,"Corredor Waldro, Sandra T",0,195,14,7,3,1,0,0,0,0,0,0,0,0
BUS401,"Martinez, Candace A",0,113,12,6,6,1,0,1,0,0,1,0,0,0
CEE201,"Kontou, Eleftheria",0,10,10,7,7,4,4,3,1,1,0,0,0,0
CEE202,"Tessum, Christopher M",22,57,16,12,3,1,1,0,0,0,0,0,0,0
CEE300,"Popovics, John S",2,4,5,17,25,13,6,11,7,3,3,2,2,0
CEE310,"Lehe, Lewis J",0,4,4,5,10,5,5,2,0,2,1,0,0,0
CEE330,"Nguyen, Thanh H",0,10,25,25,21,6,3,3,0,0,0,0,0,0
CEE350,"Ghadiri, Maryam",0,15,4,9,7,4,1,4,1,0,0,1,1,0
CEE360,"Cha, Eun Jeong",14,19,6,7,9,3,2,1,0,0,0,0,0,0
CEE380,"Baser, Tugce",9,10,3,5,2,2,2,0,0,0,0,0,1,0
CEE411,"Edwards, John R",5,2,3,5,5,0,1,0,0,0,0,0,0,0
CEE415,"Talebpour, Alireza",2,12,2,4,1,0,0,0,0,0,0,0,0,0
CEE420,"Ignacio, Ernest-John D",0,32,13,12,13,8,3,2,2,0,0,2,0,0
CEE420,"Ignacio, Ernest-John D",0,6,11,8,2,2,1,2,0,0,0,0,0,0
CEE433,"Stillwell, Ashlynn S",3,12,1,3,4,2,0,0,0,0,0,0,1,0
CEE460,"Lombardo, Franklin T",2,16,5,7,7,5,2,1,0,1,1,0,0,0
CEE461,"Henschen, Jacob D",5,14,7,8,10,6,6,2,1,0,1,0,0,0
CEE462,"Fahnestock, Larry A",2,16,6,4,4,0,0,2,0,0,0,0,0,0
CEE465,"Sychterz, Ann C",3,6,6,7,1,0,0,0,0,0,0,0,0,0
CEE470,"Zhang, Xiaojia",4,10,3,5,4,4,0,4,0,0,2,0,0,0
CEE498,"Ignacio, Ernest-John D",2,35,19,15,5,2,2,2,1,0,0,0,0,0
CEE528,"El-Gohary, Nora",5,15,7,3,2,1,0,0,0,0,0,0,0,0
CEE570,"Lopez-Pamies, Oscar",5,5,7,7,6,4,0,0,0,0,0,0,0,0
CEE592,"Zhao, Lei",33,0,0,0,2,0,0,0,0,0,0,0,0,0
CHBE221,"Rogers, Simon",6,3,0,5,4,2,2,5,6,0,0,0,0,0
CHBE321,"Hammack, William S",0,2,6,9,4,5,6,3,1,0,1,1,0,0
CHBE411,"Peters, Baron G",0,4,8,0,2,3,1,0,2,1,0,0,0,0
CHBE421,"Harley, Brendan A",0,13,13,10,9,8,7,6,6,4,0,0,3,0
CHBE422,"Guironnet, Damien S",2,18,9,9,26,8,13,11,6,0,2,0,4,0
CHBE424,"Flaherty, David W",3,17,3,3,33,5,2,22,4,0,4,0,5,0
CHBE430,"Monye, Uzoma",16,26,17,1,1,0,0,0,0,0,0,0,0,0
CHBE431,"Mullen, Ryan G",6,11,6,8,10,5,8,7,8,0,1,0,0,1
CHBE440,"Sing, Charles E",4,12,6,4,5,1,4,3,2,0,3,0,0,1
CHBE458,"Yang, Hong",2,10,9,10,3,2,0,0,1,0,0,0,0,0
CHBE471,"Kraft, Mary L",5,24,0,1,3,1,0,2,1,0,0,0,0,1
CHBE476,"Kong, Hyun Joon",4,20,14,15,16,7,0,0,0,0,0,0,0,1
CHBE513,"Higdon, Jonathan J",1,15,6,0,11,2,0,0,0,0,0,0,0,0
CHBE571,"Zhao, Sihai D",30,7,0,2,0,0,0,2,0,0,0,0,0,0
CHEM101,"McCarren, Elise M",6,23,10,22,23,12,15,13,5,4,12,3,13,2
CHEM102,"Hummel, Thomas J",7,30,17,15,37,36,29,41,36,17,4,4,2,1
CHEM102,"Gunasekera, Mutha Merenna",9,28,18,23,37,34,25,34,22,11,9,3,3,2
CHEM102,"Gunasekera, Mutha Merenna",17,20,20,31,35,38,35,38,28,2,7,2,4,1
CHEM102,"Marville, Kelly",3,2,6,2,6,5,1,5,4,1,0,2,2,2
CHEM102,"Huang, Tina H",3,3,4,3,7,5,1,3,4,3,2,1,2,0
CHEM103,"Leveritt, John M",163,301,135,99,76,34,34,23,7,12,8,3,18,2
CHEM104,"Andino Martinez, Jose G",6,22,25,33,31,25,19,22,14,7,17,8,5,4
CHEM104,"Ray, Christian R",25,38,24,17,22,42,37,40,36,2,8,9,7,2
CHEM104,"Ray, Christian R",16,36,32,33,31,30,34,42,33,5,6,4,5,0
CHEM104,"Andino Martinez, Jose G",10,41,42,43,48,23,26,14,11,12,9,6,1,2
CHEM105,"Hummel, Thomas J",481,306,118,64,61,25,26,25,7,6,7,3,8,1
CHEM108,"Leveritt, John M",96,15,7,6,4,3,0,1,0,0,1,0,3,0
CHEM199,"McCarren, Elise M",106,212,6,4,3,2,0,4,0,0,0,0,2,1
CHEM199,"Tasneem, Jennifer E",11,8,0,1,0,0,1,1,0,0,0,0,0,0
CHEM204,"Decoste, Donald J",8,8,10,10,14,10,16,1,5,3,2,1,4,1
CHEM205,"Huang, Tina H",11,43,14,1,2,0,0,0,0,0,0,0,2,0
CHEM232,"Axelson, Jordan C",8,22,12,13,18,22,14,11,12,9,3,3,7,1
CHEM232,"Axelson, Jordan C",22,48,35,31,39,35,28,26,19,5,6,2,9,0
CHEM233,"Formigao Gameir, Armanda",191,24,6,5,0,1,0,0,0,0,0,0,1,0
CHEM233,"Formigao Gameir, Armanda",211,31,8,6,5,0,1,1,0,0,0,0,1,0
CHEM236,"Mehta, Angad P",1,22,5,9,10,3,8,4,3,0,0,0,0,0
CHEM312,"Olshansky, Lisa",13,8,10,3,10,3,0,1,5,0,2,0,8,0
CHEM315,"Leckband, Deborah E",2,15,5,2,15,4,1,15,0,0,0,0,1,0
CHEM332,"Koerner, Michael",19,23,21,18,16,9,10,9,4,3,1,1,6,1
CHEM332,"Koerner, Michael",44,37,16,13,13,6,1,6,1,2,2,0,1,0
CHEM360,"Huang, Tina H",4,48,20,65,13,5,9,4,1,0,1,0,0,0
CHEM420,"Gewirth, Andrew A",3,7,18,9,0,2,0,0,0,0,0,0,0,0
CHEM436,"Chan, Jefferson K",4,7,2,8,7,6,5,13,5,6,2,1,8,0
CHEM440,"Gruebele, Martin H",3,10,4,7,19,8,0,4,0,0,0,0,0,0
CHEM442,"Jackson, Nicholas E",0,10,2,4,6,4,2,1,0,0,1,0,0,0
CHEM474,"Mitchell, Douglas A",6,11,10,9,10,13,3,4,3,2,3,1,3,0
CHEM524,"Shen, Mei",3,22,2,3,3,0,0,0,0,0,0,0,0,0
CHEM530,"Denmark, Scott E",3,9,1,1,5,2,0,1,0,0,0,0,0,1
CHLH100,"Fuqua, Stephon",12,3,1,3,0,3,0,0,0,0,0,0,0,0
CHLH100,"Trask, Jeffrey T",73,91,55,28,29,15,14,12,2,0,5,0,5,1
CHLH101,"Hoopsick, Rachel A",33,27,5,3,5,1,1,0,0,0,0,0,0,0
CHLH101,"Woodson, Markisha J",0,212,53,18,34,10,5,8,4,0,3,0,4,1
CHLH125,"Heintz, Hollie",15,30,0,0,8,0,0,2,0,0,0,0,0,0
CHLH126,"Peterson, Nora E",15,6,4,0,0,0,0,1,0,0,0,0,0,0
CHLH200,"Woodson, Markisha J",0,109,61,34,28,19,3,15,4,0,5,0,30,1
CHLH201,"Kraay, Alicia N",11,5,10,9,5,13,3,2,4,1,0,0,5,1
CHLH203,"Hale, Timothy",13,12,5,6,0,0,0,0,0,0,0,1,0,0
CHLH206,"Grabert, Ren",0,127,0,0,17,0,1,1,0,0,1,0,2,0
CHLH206,"Cole, Sara L",21,68,14,9,10,4,1,4,4,0,1,2,8,0
CHLH210,"Greenwalt, Nancy H",8,7,7,0,1,0,1,1,0,0,0,1,2,0
CHLH210,"Greenwalt, Nancy H",31,50,27,11,9,9,1,1,2,2,0,1,2,0
CHLH243,"Bazan, Christy N",0,223,0,0,46,0,0,6,0,0,2,0,1,1
CHLH243,"Bazan, Christy N",0,179,0,0,58,0,0,26,0,0,3,0,1,0
CHLH244,"Chiu, Chung-Yi",14,4,1,3,0,3,1,0,1,0,0,1,3,0
CHLH250,"Raj, Minakshi",8,55,19,8,8,0,1,3,1,0,0,0,0,0
CHLH260,"Freehill, Ariel N",0,174,0,0,8,0,0,0,0,0,0,0,1,0
CHLH260,"Freehill, Ariel N",0,596,0,0,53,0,0,11,0,0,1,0,10,1
CHLH274,"Geiger, Sarah D",5,4,7,3,5,5,3,0,1,1,0,0,0,0
CHLH274,"Bazan, Christy N",89,156,31,26,20,9,5,9,0,0,0,0,8,1
CHLH304,"Frasca, Elizabeth A",27,21,16,11,13,4,1,1,3,3,0,1,6,0
CHLH304,"DiFilippo, Kristen N",15,14,8,1,2,3,1,0,1,1,0,0,2,0
CHLH380,"Clarke, Caitlin L",0,65,0,0,2,0,0,0,0,0,2,0,1,0
CHLH404,"Choi, Soyoung",9,15,0,1,3,0,0,0,0,0,0,0,0,0
CHLH409,"Bensken, Jeanine D",40,32,8,1,2,0,1,0,0,0,0,0,0,0
CHLH410,"Pearson, Sara L",29,36,18,7,8,5,4,0,0,0,0,1,0,0
CHLH415,"Selzer Ninomiya, Ana Laur",14,1,4,1,1,0,0,0,0,0,0,0,0,0
CHLH421,"Kang, Hyojung",14,15,9,6,3,2,1,3,5,1,0,0,0,0
CHLH441,"Mejia, Shannon",5,13,0,1,1,0,0,0,0,0,0,0,1,0
CHLH455,"Mamaril, Cezar Brian C",18,16,10,1,7,2,1,0,2,0,0,0,0,0
CHLH457,"Hale, Timothy",11,17,17,7,8,3,1,1,0,1,1,1,1,0
CHLH458,"Barnes, Lynette C",27,15,11,8,8,2,0,1,0,0,0,0,0,0
CHLH469,"Pearson, Sara L",75,12,0,0,0,0,1,0,0,0,0,0,0,0
CHLH577,"Mejia, Shannon",0,20,9,0,1,0,0,0,0,0,0,0,0,0
CHLH581,"Musser, Allison J",8,14,2,1,0,0,0,0,0,0,0,0,0,0
CHP199,"Fitzjarrald, Amy E",3,12,1,2,4,0,0,0,0,0,0,0,1,0
CI210,"Kang, Jina",0,21,3,0,0,1,0,0,0,0,0,0,0,0
CI401,"Moton, Theopolies J",26,4,1,0,0,1,0,0,0,0,0,0,1,0
CI401,"Poetzel, Adam R",22,6,1,1,0,0,0,1,0,0,0,0,0,0
CI401,"Hale, Jon N",0,25,6,0,1,0,0,0,1,0,0,0,0,0
CI404,"Gutzmer, Cara K",0,15,4,1,4,1,1,1,0,0,0,0,0,0
CI404,"Masters, Angela L",13,18,0,0,2,1,0,0,1,0,0,0,0,0
CI415,"Gonzalez, Monica",0,23,3,2,2,0,0,0,0,0,0,0,0,0
CI415,"Yang, Hye-In",0,26,1,0,0,2,0,0,1,0,0,0,0,0
CI432,"Altshuler, Mari R",0,22,1,0,1,0,0,0,0,0,0,0,0,0
CI432,"Poetzel, Adam R",7,13,0,1,1,2,0,0,0,0,0,0,0,0
CI432,"Altshuler, Mari R",0,16,4,2,0,0,0,0,0,0,0,0,0,0
CI439,"Lindgren, Robb W",0,22,2,1,0,1,0,0,0,0,0,0,1,0
CI445,"Taylor, Angelica I",0,18,2,1,0,1,0,1,0,0,0,0,0,0
CI446,"Tanner, Mark N",12,14,1,0,0,0,0,1,1,0,0,0,0,0
CI448,"McMillian, Rachel D",21,1,0,0,1,0,0,0,0,0,0,0,0,0
CI448,"Lewis, Alisha L",0,24,0,0,1,0,0,0,0,0,0,0,0,0
CI451,"Talafian, Hamideh",1,17,5,0,1,0,0,0,0,0,0,0,0,0
CI451,"Leonardi, Nicholas J",2,19,1,1,0,0,0,0,0,1,0,0,0,0
CI473,"Bridges, Matthew M",41,39,3,3,0,0,2,0,0,0,0,0,0,0
CI475,"MacGregor, Nancy A",0,16,4,0,2,2,0,0,0,0,0,0,0,0
CI475,"Zhang, Jiadi",5,15,3,0,1,0,0,0,0,0,0,0,0,0
CI475,"MacGregor, Nancy A",0,14,3,0,4,0,1,0,0,0,0,0,0,0
CI487,"Paquette, Luc",0,21,4,1,1,0,0,0,1,0,0,0,0,0
CI517,"Durst, Sarah M",5,9,5,0,2,2,1,0,0,0,1,0,0,0
CLCV100,"Jennings, Elisa T",2,3,1,1,5,4,3,5,1,0,2,1,3,0
CLCV102,"Warnement, Sophia I",103,12,11,3,3,1,2,0,0,0,0,0,1,0
CLCV102,"Warnement, Sophia I",48,16,4,6,6,0,3,1,1,1,0,0,3,2
CLCV111,"Solomon, Jon",40,3,0,0,1,2,1,0,0,0,0,1,0,0
CLCV115,"Martinez, Jeffery D",0,25,0,0,4,0,0,1,1,0,0,0,0,0
CLCV115,"Mylli, Eleonora",3,21,1,1,3,0,0,2,0,0,1,0,0,0
CLCV115,"Warnement, Sophia I",6,19,0,1,3,0,1,1,0,0,0,0,0,0
